city,aqi,date,pollutant
Tirumala,49,11-Aug-26,NO2
Tonk,77,11-Aug-26,PM10
Tumidih,36,11-Aug-26,PM10
Udaipur,86,11-Aug-26,PM10
Ujjain,47,11-Aug-26,PM2.5
Ulhasnagar,28,11-Aug-26,PM10
Vadodara,74,11-Aug-26,CO
Vapi,38,11-Aug-26,PM10
Varanasi,67,11-Aug-26,PM10
Vatva,112,11-Aug-26,PM2.5
Vijayapura,43,11-Aug-26,PM10
Vijayawada,64,11-Aug-26,"PM10, PM2.5"
Virar,33,11-Aug-26,PM10
Visakhapatnam,98,11-Aug-26,PM10
Vrindavan,41,11-Aug-26,PM2.5
Yadgir,42,11-Aug-26,PM10
Yamuna nagar,83,11-Aug-26,PM2.5
Agartala,61,12-Aug-26,PM10
Agra,83,12-Aug-26,"PM2.5, PM10"
Ahmedabad,84,12-Aug-26,"PM10, PM2.5"
Ahmednagar,32,12-Aug-26,PM10
Aizawl,15,12-Aug-26,SO2
Ajmer,46,12-Aug-26,PM10
Akola,29,12-Aug-26,PM10
Alwar,99,12-Aug-26,PM10
Amaravati,94,12-Aug-26,PM10
Ambala,114,12-Aug-26,PM10
Ambernath,48,12-Aug-26,PM10
Amravati,29,12-Aug-26,PM10
Amritsar,76,12-Aug-26,PM10
Anantapur,73,12-Aug-26,PM10
Angul,102,12-Aug-26,CO
Ankleshwar,61,12-Aug-26,O3
Araria,68,12-Aug-26,PM10
Arrah,56,12-Aug-26,CO
Asansol,70,12-Aug-26,"CO, SO2"
Aurangabad (Maharashtra),38,12-Aug-26,PM10
Baddi,141,12-Aug-26,PM10
Badlapur,45,12-Aug-26,CO
Bagalkot,51,12-Aug-26,PM10
Baghpat,65,12-Aug-26,O3
Bahadurgarh,63,12-Aug-26,PM2.5
Balasore,43,12-Aug-26,CO
Ballabgarh,135,12-Aug-26,PM10
Banswara,69,12-Aug-26,PM10
Baran,42,12-Aug-26,O3
Barbil,70,12-Aug-26,PM2.5
Bareilly,66,12-Aug-26,"PM10, SO2"
Baripada,50,12-Aug-26,O3
Barmer,58,12-Aug-26,PM10
Barrackpore,52,12-Aug-26,CO
Bathinda,40,12-Aug-26,PM10
Beed,27,12-Aug-26,PM10
Begusarai,84,12-Aug-26,PM10
Belapur,39,12-Aug-26,PM10
Bengaluru,67,12-Aug-26,"PM10, PM2.5"
Bettiah,27,12-Aug-26,NO2
Bhagalpur,70,12-Aug-26,"PM10, PM2.5"
Bharatpur,105,12-Aug-26,PM10
Bhavnagar,60,12-Aug-26,PM10
Bhilai,25,12-Aug-26,"PM10, CO"
Bhilwara,41,12-Aug-26,PM2.5
Bhiwadi,114,12-Aug-26,PM2.5
Bhiwandi,41,12-Aug-26,PM10
Bhiwani,65,12-Aug-26,PM2.5
Bhopal,33,12-Aug-26,"CO, O3"
Bhubaneswar,66,12-Aug-26,"PM2.5, PM10"
Bikaner,101,12-Aug-26,PM10
Bilaspur,99,12-Aug-26,PM2.5
Boisar,51,12-Aug-26,PM10
Brajrajnagar,48,12-Aug-26,CO
Bulandshahr,70,12-Aug-26,PM10
Bundi,47,12-Aug-26,PM10
Buxar,168,12-Aug-26,PM2.5
Byasanagar,60,12-Aug-26,PM10
Byrnihat (Assam),82,12-Aug-26,PM2.5
Byrnihat (Meghalaya),161,12-Aug-26,PM2.5
Chamarajanagar,42,12-Aug-26,PM10
Chandigarh,36,12-Aug-26,"CO, PM10, NO2"
Chandrapur,34,12-Aug-26,"CO, PM10"
Charkhi dadri,231,12-Aug-26,PM2.5
Chennai,62,12-Aug-26,PM10
Chhal,35,12-Aug-26,PM2.5
Chhapra,114,12-Aug-26,PM10
Chikkaballapur,49,12-Aug-26,PM10
Chittoor,75,12-Aug-26,PM2.5
Chittorgarh,33,12-Aug-26,PM10
Churu,59,12-Aug-26,PM10
Coimbatore,26,12-Aug-26,SO2
Cuddalore,23,12-Aug-26,PM2.5
Cuttack,64,12-Aug-26,PM10
Damoh,50,12-Aug-26,SO2
Dausa,59,12-Aug-26,PM10
Davanagere,22,12-Aug-26,CO
Dehradun,25,12-Aug-26,PM10
Delhi,92,12-Aug-26,"PM10, PM2.5, O3"
Dewas,60,12-Aug-26,O3
Dharuhera,126,12-Aug-26,PM2.5
Dhule,29,12-Aug-26,PM10
Dombivli,34,12-Aug-26,O3
Dungarpur,64,12-Aug-26,PM10
Durgapur,77,12-Aug-26,"NO2, PM10"
Eloor,125,12-Aug-26,CO
Eluru,63,12-Aug-26,PM10
Faridabad,88,12-Aug-26,PM10
Fatehabad,46,12-Aug-26,CO
Fatehpur sikri,29,12-Aug-26,PM10
Firozabad,40,12-Aug-26,"PM10, CO"
Gadag,88,12-Aug-26,PM10
Gajraula,47,12-Aug-26,PM10
Gandhinagar,73,12-Aug-26,PM10
Gangtok,21,12-Aug-26,PM2.5
Gaya,117,12-Aug-26,PM2.5
Ghaziabad,79,12-Aug-26,"CO, O3, PM10"
Greater noida,148,12-Aug-26,PM10
Gummidipoondi,129,12-Aug-26,PM2.5
Guntur,58,12-Aug-26,PM10
Gurugram,165,12-Aug-26,PM2.5
Guwahati,54,12-Aug-26,"CO, PM10, O3"
Gwalior,69,12-Aug-26,"PM10, PM2.5"
Hajipur,60,12-Aug-26,O3
Haldia,37,12-Aug-26,PM10
Hanumangarh,44,12-Aug-26,PM10
Hapur,96,12-Aug-26,PM10
Hisar,64,12-Aug-26,PM10
Howrah,62,12-Aug-26,"NO2, CO, PM10"
Hubballi,62,12-Aug-26,PM10
Hyderabad,44,12-Aug-26,PM10
Indore,39,12-Aug-26,"PM10, SO2, CO"
Jabalpur,56,12-Aug-26,"NO2, CO, PM10"
Jaipur,67,12-Aug-26,PM2.5
Jaisalmer,100,12-Aug-26,PM10
Jalandhar,56,12-Aug-26,PM2.5
Jalgaon,37,12-Aug-26,CO
Jalna,46,12-Aug-26,O3
Jalore,71,12-Aug-26,PM10
Jhansi,51,12-Aug-26,PM10
Jhunjhunu,50,12-Aug-26,O3
Jind,69,12-Aug-26,PM2.5
Jodhpur,57,12-Aug-26,PM10
Jorapokhar,59,12-Aug-26,PM2.5
Kaithal,100,12-Aug-26,SO2
Kalaburagi,31,12-Aug-26,CO
Kalyan,51,12-Aug-26,"PM2.5, PM10"
Kannur,73,12-Aug-26,PM2.5
Kanpur,64,12-Aug-26,"PM10, PM2.5"
Karauli,33,12-Aug-26,PM10
Karnal,61,12-Aug-26,PM10
Karwar,18,12-Aug-26,PM10
Katni,50,12-Aug-26,PM10
Keonjhar,60,12-Aug-26,PM10
Khanna,69,12-Aug-26,PM10
Khora,130,12-Aug-26,PM2.5
Khurja,73,12-Aug-26,PM10
Kishanganj,47,12-Aug-26,PM2.5
Kohima,58,12-Aug-26,SO2
Kolhapur,30,12-Aug-26,"NO2, PM10"
Kolkata,58,12-Aug-26,"PM10, CO"
Korba,31,12-Aug-26,"PM10, SO2"
Kota,43,12-Aug-26,"PM2.5, PM10"
Kunjemura,28,12-Aug-26,PM10
Kurukshetra,49,12-Aug-26,PM2.5
Latur,40,12-Aug-26,PM10
Leh,183,12-Aug-26,CO
Lucknow,66,12-Aug-26,"PM10, PM2.5"
Ludhiana,67,12-Aug-26,PM10
Machilipatnam,60,12-Aug-26,PM10
Madikeri,27,12-Aug-26,PM10
Mahad,30,12-Aug-26,PM2.5
Maihar,34,12-Aug-26,CO
Malegaon,43,12-Aug-26,PM10
Mandideep,35,12-Aug-26,PM10
Mandi gobindgarh,102,12-Aug-26,PM10
Mandikhera,69,12-Aug-26,PM10
Manesar,92,12-Aug-26,PM2.5
Mangalore,48,12-Aug-26,PM10
Manguraha,79,12-Aug-26,PM10
Mathura,76,12-Aug-26,PM10
Meerut,51,12-Aug-26,"PM10, PM2.5, CO"
Mehsana,65,12-Aug-26,PM10
Mira-bhayandar,27,12-Aug-26,PM2.5
Modinagar,20,12-Aug-26,PM10
Moradabad,44,12-Aug-26,"PM10, PM2.5"
Mumbai,34,12-Aug-26,PM10
Munger,66,12-Aug-26,PM2.5
Muzaffarnagar,33,12-Aug-26,O3
Muzaffarpur,47,12-Aug-26,"PM10, O3"
Mysuru,58,12-Aug-26,PM10
Nagaon,62,12-Aug-26,PM2.5
Nagaur,45,12-Aug-26,PM10
Nagpur,41,12-Aug-26,"PM10, CO"
Naharlagun,37,12-Aug-26,PM10
Nanded,38,12-Aug-26,PM10
Nandesari,52,12-Aug-26,PM10
Narnaul,93,12-Aug-26,PM10
Nashik,37,12-Aug-26,"PM10, O3"
Navi mumbai,38,12-Aug-26,CO
Nellore,60,12-Aug-26,PM10
Noida,101,12-Aug-26,"O3, PM10"
Pali,78,12-Aug-26,PM10
Palwal,101,12-Aug-26,PM10
Panchgaon,82,12-Aug-26,CO
Panchkula,39,12-Aug-26,O3
Panipat,85,12-Aug-26,PM10
Parbhani,39,12-Aug-26,NO2
Patiala,43,12-Aug-26,CO
Patna,76,12-Aug-26,PM10
Pimpri-chinchwad,39,12-Aug-26,"CO, PM10"
Pithampur,74,12-Aug-26,PM10
Prayagraj,47,12-Aug-26,"PM10, O3"
Puducherry,51,12-Aug-26,O3
Pune,63,12-Aug-26,CO
Purnia,58,12-Aug-26,CO
Raebareli,91,12-Aug-26,PM2.5
Raipur,40,12-Aug-26,PM10
Rairangpur,30,12-Aug-26,PM10
Rajamahendravaram,48,12-Aug-26,PM10
Rajkot,63,12-Aug-26,PM10
Rajsamand,38,12-Aug-26,PM10
Ramanagara,39,12-Aug-26,PM10
Ratlam,44,12-Aug-26,PM10
Rishikesh,37,12-Aug-26,CO
Rohtak,57,12-Aug-26,PM10
Rourkela,49,12-Aug-26,"PM10, PM2.5"
Rupnagar,54,12-Aug-26,CO
Sagar,35,12-Aug-26,O3
Saharsa,57,12-Aug-26,PM10
Samastipur,154,12-Aug-26,PM2.5
Satara,38,12-Aug-26,PM10
Satna,70,12-Aug-26,PM10
Sawai madhopur,58,12-Aug-26,O3
Shamli,85,12-Aug-26,CO
Shillong,25,12-Aug-26,O3
Shivamogga,46,12-Aug-26,O3
Sikar,78,12-Aug-26,PM10
Silchar,56,12-Aug-26,PM10
Siliguri,119,12-Aug-26,NO2
Sirohi,56,12-Aug-26,PM10
Sivasagar,50,12-Aug-26,O3
Siwan,104,12-Aug-26,PM10
Solapur,45,12-Aug-26,"O3, PM10"
Sonipat,115,12-Aug-26,PM10
Sri ganganagar,147,12-Aug-26,PM10
Srinagar,49,12-Aug-26,PM10
Surat,48,12-Aug-26,PM10
Talcher,78,12-Aug-26,SO2
Tensa,60,12-Aug-26,O3
Thane,27,12-Aug-26,"CO, O3"
Thiruvananthapuram,54,12-Aug-26,PM10
Thoothukudi,66,12-Aug-26,PM10
Thrissur,52,12-Aug-26,PM10
Tirumala,42,12-Aug-26,NO2
Tirupati,76,12-Aug-26,PM2.5
Tonk,60,12-Aug-26,CO
Tumidih,49,12-Aug-26,PM10
Udaipur,44,12-Aug-26,PM2.5
Ujjain,44,12-Aug-26,O3
Ulhasnagar,21,12-Aug-26,PM10
Vadodara,73,12-Aug-26,CO
Vapi,40,12-Aug-26,PM10
Varanasi,68,12-Aug-26,PM10
Vatva,114,12-Aug-26,PM10
Vijayapura,43,12-Aug-26,PM10
Vijayawada,57,12-Aug-26,"PM10, PM2.5"
Virar,24,12-Aug-26,PM10
Visakhapatnam,110,12-Aug-26,PM10
Vrindavan,42,12-Aug-26,PM2.5
Yadgir,30,12-Aug-26,PM10
Yamuna nagar,74,12-Aug-26,PM2.5
Agartala,27,13-Aug-26,PM2.5
Agra,70,13-Aug-26,"PM2.5, PM10"
Ahmedabad,68,13-Aug-26,PM10
Ahmednagar,43,13-Aug-26,PM10
Aizawl,14,13-Aug-26,SO2
Ajmer,42,13-Aug-26,PM10
Akola,35,13-Aug-26,PM10
Alwar,96,13-Aug-26,PM10
Amaravati,66,13-Aug-26,PM10
Ambala,142,13-Aug-26,PM10
Ambernath,71,13-Aug-26,PM10
Amravati,37,13-Aug-26,PM10
Amritsar,71,13-Aug-26,PM10
Anantapur,62,13-Aug-26,PM10
Angul,103,13-Aug-26,CO
Ankleshwar,55,13-Aug-26,PM10
Araria,49,13-Aug-26,O3
Arrah,52,13-Aug-26,CO
Asansol,52,13-Aug-26,"SO2, PM10"
Aurangabad (Maharashtra),46,13-Aug-26,"CO, PM10"
Baddi,138,13-Aug-26,PM10
Badlapur,41,13-Aug-26,CO
Baghpat,154,13-Aug-26,PM10
Bahadurgarh,67,13-Aug-26,PM10
Balasore,43,13-Aug-26,CO
Ballabgarh,145,13-Aug-26,PM10
Banswara,51,13-Aug-26,PM10
Baran,28,13-Aug-26,O3
Bareilly,75,13-Aug-26,"O3, SO2"
Barmer,47,13-Aug-26,PM10
Barrackpore,48,13-Aug-26,CO
Bathinda,52,13-Aug-26,PM10
Beed,34,13-Aug-26,PM10
Begusarai,104,13-Aug-26,PM10
Belapur,47,13-Aug-26,PM10
Belgaum,38,13-Aug-26,NO2
Bengaluru,61,13-Aug-26,"PM10, PM2.5"
Bettiah,29,13-Aug-26,NO2
Bhagalpur,139,13-Aug-26,"PM2.5, PM10"
Bharatpur,44,13-Aug-26,O3
Bhavnagar,60,13-Aug-26,CO
Bhilai,21,13-Aug-26,"PM10, CO"
Bhilwara,63,13-Aug-26,PM10
Bhiwadi,79,13-Aug-26,PM10
Bhiwandi,44,13-Aug-26,PM10
Bhiwani,35,13-Aug-26,PM2.5
Bhopal,43,13-Aug-26,PM10
Bhubaneswar,55,13-Aug-26,"PM2.5, PM10"
Bikaner,38,13-Aug-26,O3
Bilaspur,57,13-Aug-26,PM10
Bileipada,68,13-Aug-26,PM10
Boisar,53,13-Aug-26,PM10
Brajrajnagar,47,13-Aug-26,PM10
Bulandshahr,98,13-Aug-26,PM10
Bundi,47,13-Aug-26,PM10
Byasanagar,54,13-Aug-26,PM10
Byrnihat (Assam),96,13-Aug-26,PM2.5
Byrnihat (Meghalaya),153,13-Aug-26,PM2.5
Chamarajanagar,43,13-Aug-26,PM10
Chandigarh,46,13-Aug-26,"PM10, NO2"
Chandrapur,41,13-Aug-26,PM10
Charkhi dadri,99,13-Aug-26,PM2.5
Chennai,75,13-Aug-26,PM10
Chhal,45,13-Aug-26,PM10
Chhapra,115,13-Aug-26,PM10
Chikkaballapur,46,13-Aug-26,PM10
Chittorgarh,44,13-Aug-26,PM10
Churu,45,13-Aug-26,O3
Coimbatore,28,13-Aug-26,SO2
Cuddalore,24,13-Aug-26,PM2.5
Cuttack,41,13-Aug-26,PM10
Damoh,50,13-Aug-26,SO2
Dausa,63,13-Aug-26,PM10
Davanagere,22,13-Aug-26,CO
Delhi,105,13-Aug-26,"PM10, PM2.5"
Dewas,61,13-Aug-26,PM10
Dharuhera,87,13-Aug-26,PM2.5
Dholpur,34,13-Aug-26,CO
Dhule,29,13-Aug-26,PM10
Dombivli,33,13-Aug-26,O3
Dungarpur,49,13-Aug-26,PM10
Durgapur,55,13-Aug-26,"NO2, PM10, O3"
Eluru,52,13-Aug-26,PM10
Faridabad,131,13-Aug-26,"PM2.5, PM10"
Fatehabad,47,13-Aug-26,CO
Firozabad,30,13-Aug-26,"PM10, SO2"
Gadag,86,13-Aug-26,PM10
Gajraula,96,13-Aug-26,PM10
Gandhinagar,45,13-Aug-26,"PM10, PM2.5"
Gangtok,25,13-Aug-26,PM2.5
Gaya,63,13-Aug-26,"PM2.5, PM10"
Ghaziabad,118,13-Aug-26,"PM10, CO"
Gorakhpur,147,13-Aug-26,PM2.5
Greater noida,157,13-Aug-26,PM10
Gummidipoondi,166,13-Aug-26,PM2.5
Guntur,64,13-Aug-26,PM10
Gurugram,131,13-Aug-26,PM2.5
Guwahati,59,13-Aug-26,"CO, PM10, PM2.5"
Gwalior,76,13-Aug-26,"PM2.5, O3, NO2"
Hajipur,48,13-Aug-26,O3
Haldia,31,13-Aug-26,PM2.5
Hanumangarh,39,13-Aug-26,PM10
Hapur,106,13-Aug-26,PM10
Hingoli,47,13-Aug-26,PM10
Hisar,66,13-Aug-26,PM10
Howrah,52,13-Aug-26,"NO2, CO"
Hubballi,53,13-Aug-26,PM10
Hyderabad,45,13-Aug-26,PM10
Indore,40,13-Aug-26,"PM10, SO2"
Jabalpur,45,13-Aug-26,"PM10, CO"
Jaipur,63,13-Aug-26,"CO, O3, PM2.5"
Jaisalmer,88,13-Aug-26,PM10
Jalandhar,73,13-Aug-26,PM2.5
Jalgaon,32,13-Aug-26,PM10
Jalore,65,13-Aug-26,PM10
Jhalawar,36,13-Aug-26,PM10
Jhansi,47,13-Aug-26,PM10
Jhunjhunu,63,13-Aug-26,O3
Jind,83,13-Aug-26,PM2.5
Jodhpur,45,13-Aug-26,"O3, PM10"
Jorapokhar,105,13-Aug-26,PM10
Kadapa,67,13-Aug-26,PM2.5
Kaithal,51,13-Aug-26,PM10
Kakinada,41,13-Aug-26,NO2
Kalaburagi,37,13-Aug-26,PM10
Kalyan,64,13-Aug-26,"PM10, PM2.5"
Kannur,73,13-Aug-26,PM2.5
Kanpur,79,13-Aug-26,"PM2.5, PM10"
Karauli,44,13-Aug-26,NO2
Karnal,83,13-Aug-26,PM10
Katni,53,13-Aug-26,PM10
Keonjhar,49,13-Aug-26,PM10
Khanna,66,13-Aug-26,PM10
Khurja,61,13-Aug-26,CO
Kishanganj,43,13-Aug-26,PM2.5
Kohima,57,13-Aug-26,SO2
Kolhapur,37,13-Aug-26,"PM10, NO2"
Kolkata,50,13-Aug-26,"PM10, CO"
Korba,33,13-Aug-26,PM10
Kota,34,13-Aug-26,PM10
Kunjemura,75,13-Aug-26,PM10
Kurnool,35,13-Aug-26,PM10
Kurukshetra,64,13-Aug-26,PM10
Latur,39,13-Aug-26,PM10
Leh,184,13-Aug-26,CO
Lucknow,76,13-Aug-26,"PM10, PM2.5"
Ludhiana,80,13-Aug-26,PM10
Machilipatnam,55,13-Aug-26,PM10
Mahad,37,13-Aug-26,PM10
Malegaon,44,13-Aug-26,PM10
Mandideep,52,13-Aug-26,PM2.5
Mandi gobindgarh,93,13-Aug-26,PM10
Mandikhera,70,13-Aug-26,PM10
Manesar,99,13-Aug-26,PM2.5
Mangalore,37,13-Aug-26,PM10
Manguraha,80,13-Aug-26,PM10
Mathura,60,13-Aug-26,PM2.5
Meerut,115,13-Aug-26,"PM2.5, PM10"
Mehsana,61,13-Aug-26,PM10
Milupara,36,13-Aug-26,PM2.5
Mira-bhayandar,32,13-Aug-26,PM10
Modinagar,190,13-Aug-26,PM10
Moradabad,57,13-Aug-26,"PM10, PM2.5"
Motihari,63,13-Aug-26,PM2.5
Mumbai,41,13-Aug-26,PM10
Muzaffarnagar,77,13-Aug-26,PM10
Muzaffarpur,56,13-Aug-26,O3
Mysuru,50,13-Aug-26,PM10
Nagaon,49,13-Aug-26,PM2.5
Nagaur,34,13-Aug-26,PM10
Nagpur,36,13-Aug-26,PM10
Naharlagun,31,13-Aug-26,PM10
Nanded,37,13-Aug-26,O3
Nandesari,89,13-Aug-26,PM2.5
Narnaul,73,13-Aug-26,PM10
Nashik,34,13-Aug-26,"PM2.5, PM10"
Navi mumbai,38,13-Aug-26,"CO, PM10"
Nellore,64,13-Aug-26,PM10
Noida,119,13-Aug-26,"PM10, O3"
Pali,96,13-Aug-26,PM2.5
Palwal,100,13-Aug-26,PM10
Panchgaon,68,13-Aug-26,CO
Panchkula,62,13-Aug-26,PM2.5
Parbhani,29,13-Aug-26,NO2
Patiala,52,13-Aug-26,PM10
Patna,87,13-Aug-26,"PM2.5, PM10"
Pimpri-chinchwad,46,13-Aug-26,"PM10, CO"
Pithampur,85,13-Aug-26,PM10
Pratapgarh,36,13-Aug-26,O3
Prayagraj,89,13-Aug-26,"PM10, PM2.5"
Puducherry,43,13-Aug-26,PM10
Pune,60,13-Aug-26,"CO, PM10"
Purnia,59,13-Aug-26,CO
Raebareli,86,13-Aug-26,"PM2.5, PM10"
Raipur,37,13-Aug-26,"PM10, O3"
Rairangpur,37,13-Aug-26,PM10
Rajamahendravaram,29,13-Aug-26,PM10
Rajkot,41,13-Aug-26,CO
Rajsamand,45,13-Aug-26,PM10
Ramanagara,46,13-Aug-26,PM10
Ratlam,55,13-Aug-26,NO2
Rishikesh,37,13-Aug-26,CO
Rohtak,56,13-Aug-26,PM10
Rourkela,44,13-Aug-26,PM10
Rupnagar,57,13-Aug-26,CO
Sagar,38,13-Aug-26,O3
Samastipur,140,13-Aug-26,PM2.5
Satara,58,13-Aug-26,PM10
Satna,70,13-Aug-26,PM10
Sawai madhopur,60,13-Aug-26,O3
Shamli,93,13-Aug-26,CO
Shillong,23,13-Aug-26,SO2
Shivamogga,45,13-Aug-26,PM10
Sikar,45,13-Aug-26,PM10
Silchar,49,13-Aug-26,PM10
Siliguri,120,13-Aug-26,NO2
Sirohi,47,13-Aug-26,PM10
Sirsa,88,13-Aug-26,CO
Sivasagar,43,13-Aug-26,O3
Siwan,105,13-Aug-26,PM10
Solapur,34,13-Aug-26,PM10
Sonipat,106,13-Aug-26,PM10
Sri ganganagar,74,13-Aug-26,PM10
Srikakulam,80,13-Aug-26,CO
Srinagar,42,13-Aug-26,PM10
Surat,46,13-Aug-26,"PM10, CO"
Talcher,78,13-Aug-26,NO2
Tensa,46,13-Aug-26,PM10
Thane,35,13-Aug-26,PM10
Thiruvananthapuram,58,13-Aug-26,PM10
Thoothukudi,66,13-Aug-26,PM10
Thrissur,51,13-Aug-26,PM10
Tirumala,45,13-Aug-26,NO2
Tirupati,79,13-Aug-26,PM10
Tonk,83,13-Aug-26,CO
Udaipur,44,13-Aug-26,PM10
Ulhasnagar,39,13-Aug-26,PM10
Vadodara,75,13-Aug-26,CO
Vapi,33,13-Aug-26,PM10
Varanasi,78,13-Aug-26,PM10
Vatva,107,13-Aug-26,PM10
Vijayapura,43,13-Aug-26,PM10
Vijayawada,60,13-Aug-26,"PM2.5, PM10"
Virar,30,13-Aug-26,PM10
Visakhapatnam,94,13-Aug-26,PM10
Vrindavan,41,13-Aug-26,PM2.5
Yamuna nagar,96,13-Aug-26,PM2.5
